feature,importance
player2_rank,0.455090856690209
player1_rank,0.41754014766836445
player1_age,0.04386677874962693
player2_age,0.03201968757877429
player1_ht,0.012476891197791135
player2_ht,0.010952293316452952
player2_seed,0.008052284558292652
player2_ioc,0.0077811957104011835
player1_seed,0.005367595090988346
surface,0.002864918333477492
tourney_level,0.0027473311541254845
player1_ioc,0.0012400199514960176
